,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,predicted,probability space %,calibration logreg probability space %,calibration isoreg probability space %
2502,2019-03-03 01:14:14,2019-03-03 01:23:08,1,1.23,7.5,2.26,0.0,13.56,yellow,TriBeCa/Civic Center,East Village,Manhattan,Manhattan,0,0.01,1.24,0.0
3013,2019-03-20 19:09:01,2019-03-20 19:32:24,1,4.1,18.0,2.2,0.0,24.5,yellow,Little Italy/NoLiTa,Upper East Side South,Manhattan,Manhattan,0,0.03,1.24,0.0
1391,2019-03-20 23:36:29,2019-03-20 23:50:33,1,2.2,10.5,2.86,0.0,17.16,yellow,Midtown North,West Chelsea/Hudson Yards,Manhattan,Manhattan,0,0.01,1.24,0.0
2886,2019-03-08 19:25:53,2019-03-08 20:11:27,1,9.9,35.0,7.85,0.0,47.15,yellow,Times Sq/Theatre District,Park Slope,Manhattan,Brooklyn,0,0.08,1.24,0.0
1522,2019-03-15 17:57:09,2019-03-15 18:02:16,1,0.8,5.5,1.95,0.0,11.75,yellow,Clinton West,Clinton West,Manhattan,Manhattan,0,0.02,1.24,0.0
2926,2019-03-09 14:10:28,2019-03-09 14:13:33,2,0.5,4.5,1.56,0.0,9.36,yellow,Central Park,Central Park,Manhattan,Manhattan,0,0.01,1.24,0.0
976,2019-03-08 00:30:05,2019-03-08 00:32:45,1,0.99,5.0,1.76,0.0,10.56,yellow,UN/Turtle Bay South,UN/Turtle Bay South,Manhattan,Manhattan,0,0.01,1.24,0.0
3095,2019-03-19 22:20:25,2019-03-19 22:20:38,1,0.0,52.0,0.0,5.76,61.06,yellow,Midtown Center,Midtown Center,Manhattan,Manhattan,1,82.99,88.2,93.1
2885,2019-03-22 21:33:32,2019-03-22 21:41:15,2,1.0,7.0,2.15,0.0,12.95,yellow,East Village,Kips Bay,Manhattan,Manhattan,0,0.02,1.24,0.0
2564,2019-03-04 18:47:28,2019-03-04 18:51:35,1,0.7,5.0,0.0,0.0,9.3,yellow,Greenwich Village North,Gramercy,Manhattan,Manhattan,1,91.21,93.37,93.78
1206,2019-03-23 00:38:21,2019-03-23 00:44:11,1,1.3,6.5,1.0,0.0,11.3,yellow,West Village,East Chelsea,Manhattan,Manhattan,0,0.01,1.24,0.0
265,2019-03-03 20:32:34,2019-03-03 20:39:11,1,0.77,6.0,1.2,0.0,11.0,yellow,East Village,Little Italy/NoLiTa,Manhattan,Manhattan,0,0.01,1.24,0.0
2906,2019-03-02 19:09:05,2019-03-02 19:15:40,6,0.87,6.0,0.0,0.0,9.3,yellow,Flatiron,Meatpacking/West Village West,Manhattan,Manhattan,1,92.35,93.89,93.78
2563,2019-03-27 20:04:25,2019-03-27 20:25:16,2,4.8,18.0,4.36,0.0,26.16,yellow,Union Sq,Central Harlem,Manhattan,Manhattan,0,0.04,1.24,0.0
3597,2019-03-14 16:50:07,2019-03-14 17:07:03,1,2.06,12.5,2.52,0.0,19.32,yellow,Upper East Side South,Murray Hill,Manhattan,Manhattan,0,0.02,1.24,0.0
1833,2019-03-26 06:44:09,2019-03-26 06:55:31,2,3.04,11.5,2.96,0.0,17.76,yellow,Battery Park City,Penn Station/Madison Sq West,Manhattan,Manhattan,0,0.02,1.24,0.0
5418,2019-03-24 09:01:29,2019-03-24 09:04:09,1,0.62,4.5,0.0,0.0,7.8,yellow,East Village,SoHo,Manhattan,Manhattan,1,90.95,93.25,93.78
3530,2019-03-28 03:28:55,2019-03-28 03:35:08,1,0.88,6.0,0.0,0.0,9.8,yellow,Clinton West,Clinton East,Manhattan,Manhattan,1,88.84,92.14,93.78
4883,2019-03-16 11:24:22,2019-03-16 11:46:20,1,5.69,21.0,4.86,0.0,29.16,yellow,Lenox Hill East,Hudson Sq,Manhattan,Manhattan,0,0.03,1.24,0.0
5421,2019-03-21 01:28:00,2019-03-21 01:34:21,5,1.69,7.5,0.0,0.0,8.8,yellow,Elmhurst,Woodside,Queens,Queens,1,94.37,94.73,96.77
1126,2019-03-11 15:21:09,2019-03-11 15:36:23,1,2.07,11.5,2.22,0.0,17.02,yellow,Midtown North,Gramercy,Manhattan,Manhattan,0,0.01,1.24,0.0
90,2019-03-07 10:39:25,2019-03-07 11:05:01,5,2.55,16.5,0.0,0.0,19.8,yellow,Midtown Center,Little Italy/NoLiTa,Manhattan,Manhattan,1,93.98,94.58,96.77
3252,2019-03-08 16:21:38,2019-03-08 16:33:12,1,0.87,8.5,1.92,0.0,14.72,yellow,Lincoln Square East,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
471,2019-03-29 18:35:28,2019-03-29 18:54:37,1,2.1,13.0,3.46,0.0,20.76,yellow,Midtown South,SoHo,Manhattan,Manhattan,0,0.01,1.24,0.0
717,2019-03-09 09:22:33,2019-03-09 09:35:41,6,5.26,17.5,0.0,0.0,20.8,yellow,Midtown South,Financial District South,Manhattan,Manhattan,1,86.15,90.51,93.78
4908,2019-03-16 23:51:42,2019-03-17 00:00:37,2,1.3,7.5,2.26,0.0,13.56,yellow,Union Sq,East Chelsea,Manhattan,Manhattan,0,0.02,1.24,0.0
472,2019-03-30 22:50:12,2019-03-30 22:52:22,5,0.58,4.0,2.34,0.0,10.14,yellow,Central Park,Central Park,Manhattan,Manhattan,0,0.03,1.24,0.0
4685,2019-03-20 22:47:00,2019-03-20 23:15:53,1,12.7,36.5,7.56,0.0,45.36,yellow,JFK Airport,Prospect Heights,Queens,Brooklyn,0,0.15,1.25,0.0
1073,2019-03-14 17:25:02,2019-03-14 17:31:06,2,0.46,5.5,0.0,0.0,9.8,yellow,Union Sq,Gramercy,Manhattan,Manhattan,1,94.6,94.82,96.77
235,2019-03-20 23:19:55,2019-03-20 23:46:00,1,4.82,19.5,4.66,0.0,27.96,yellow,Union Sq,Financial District South,Manhattan,Manhattan,0,0.04,1.24,0.0
3066,2019-03-15 20:44:22,2019-03-15 21:11:32,1,3.37,17.5,4.26,0.0,25.56,yellow,Penn Station/Madison Sq West,Lower East Side,Manhattan,Manhattan,0,0.02,1.24,0.0
3271,2019-03-19 23:28:52,2019-03-19 23:37:22,2,1.32,7.5,0.0,0.0,11.3,yellow,Lower East Side,Alphabet City,Manhattan,Manhattan,1,92.53,93.97,93.78
5088,2019-03-23 09:51:43,2019-03-23 09:56:25,1,1.04,5.5,1.0,0.0,9.8,yellow,Manhattan Valley,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
4895,2019-03-21 23:38:33,2019-03-21 23:51:01,1,2.25,10.0,2.76,0.0,16.56,yellow,Greenwich Village South,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,0,0.01,1.24,0.0
4460,2019-03-07 20:16:17,2019-03-07 20:22:48,1,0.74,6.0,1.96,0.0,11.76,yellow,Kips Bay,Midtown East,Manhattan,Manhattan,0,0.01,1.24,0.0
2258,2019-03-14 12:07:55,2019-03-14 12:15:49,1,1.0,7.0,0.0,0.0,10.3,yellow,Upper West Side North,Upper West Side South,Manhattan,Manhattan,1,91.85,93.67,93.78
298,2019-03-18 15:10:01,2019-03-18 15:30:21,2,8.55,26.0,7.01,5.76,42.07,yellow,Upper East Side North,LaGuardia Airport,Manhattan,Queens,0,0.17,1.25,0.0
1952,2019-03-25 11:48:15,2019-03-25 11:55:33,1,0.6,6.0,0.0,0.0,9.3,yellow,Midtown Center,Murray Hill,Manhattan,Manhattan,1,93.41,94.35,96.77
6372,2019-03-20 14:24:28,2019-03-20 14:24:32,1,0.0,2.5,0.0,0.0,3.3,green,Cobble Hill,Cobble Hill,Brooklyn,Brooklyn,1,80.64,86.19,93.1
1348,2019-03-08 03:04:58,2019-03-08 03:13:59,1,2.8,10.0,2.75,0.0,16.55,yellow,Midtown Center,Yorkville East,Manhattan,Manhattan,0,0.01,1.24,0.0
4394,2019-03-12 07:23:16,2019-03-12 07:28:32,1,1.15,6.0,0.0,0.0,9.3,yellow,Murray Hill,Union Sq,Manhattan,Manhattan,1,93.3,94.3,96.77
38,2019-03-18 16:03:14,2019-03-18 16:10:36,2,1.13,6.5,2.16,0.0,12.96,yellow,Gramercy,Murray Hill,Manhattan,Manhattan,0,0.01,1.24,0.0
1137,2019-03-23 14:53:18,2019-03-23 15:18:39,1,3.1,17.0,4.05,0.0,24.35,yellow,Murray Hill,Meatpacking/West Village West,Manhattan,Manhattan,0,0.02,1.24,0.0
2164,2019-03-14 06:40:47,2019-03-14 07:15:57,1,11.13,36.02,0.0,0.0,36.32,yellow,Fort Greene,Morningside Heights,Brooklyn,Manhattan,1,61.21,58.27,64.71
3324,2019-03-26 11:29:57,2019-03-26 11:50:25,1,1.14,13.0,3.26,0.0,19.56,yellow,West Chelsea/Hudson Yards,Garment District,Manhattan,Manhattan,0,0.02,1.24,0.0
1898,2019-03-03 11:50:33,2019-03-03 12:04:38,2,2.09,10.5,2.76,0.0,16.56,yellow,Stuy Town/Peter Cooper Village,Greenwich Village South,Manhattan,Manhattan,0,0.5,1.28,0.0
5231,2019-03-19 23:04:25,2019-03-19 23:13:41,2,1.4,8.0,3.0,0.0,14.8,yellow,Upper East Side South,UN/Turtle Bay South,Manhattan,Manhattan,0,0.02,1.24,0.0
6052,2019-03-13 18:42:21,2019-03-13 18:54:51,5,1.45,9.0,0.0,0.0,10.8,green,Crown Heights North,Crown Heights North,Brooklyn,Brooklyn,1,83.34,88.48,93.1
489,2019-03-08 16:26:52,2019-03-08 16:32:17,1,0.6,5.5,2.45,0.0,12.25,yellow,Midtown Center,Midtown South,Manhattan,Manhattan,0,0.01,1.24,0.0
1109,2019-03-29 06:57:05,2019-03-29 07:08:03,1,1.3,9.0,2.45,0.0,14.75,yellow,Midtown East,Kips Bay,Manhattan,Manhattan,0,0.02,1.24,0.0
3250,2019-03-21 20:15:51,2019-03-21 20:21:34,1,1.2,6.5,2.5,0.0,12.8,yellow,Upper East Side North,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
3656,2019-03-17 15:10:47,2019-03-17 15:17:28,1,1.49,6.5,0.0,0.0,9.8,yellow,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan,1,90.78,93.16,93.78
6133,2019-03-02 18:23:13,2019-03-02 18:33:08,1,1.65,8.5,0.0,0.0,9.3,green,DUMBO/Vinegar Hill,Boerum Hill,Brooklyn,Brooklyn,1,90.32,92.93,93.78
5601,2019-03-28 16:44:49,2019-03-28 16:51:53,1,0.87,6.5,0.0,0.0,8.3,green,Jackson Heights,Jackson Heights,Queens,Queens,1,96.98,95.64,100.0
5910,2019-03-20 16:29:09,2019-03-20 16:38:31,1,1.12,7.5,0.0,0.0,9.3,green,Parkchester,Soundview/Bruckner,Bronx,Bronx,1,66.37,67.5,66.67
1038,2019-03-05 11:59:29,2019-03-05 12:09:27,1,0.81,7.5,2.16,0.0,12.96,yellow,Lincoln Square East,Clinton East,Manhattan,Manhattan,0,0.01,1.24,0.0
5483,2019-03-02 14:07:17,2019-03-02 14:18:59,3,1.3,9.0,0.0,0.0,9.8,green,Morningside Heights,East Harlem North,Manhattan,Manhattan,1,92.24,93.85,93.78
232,2019-03-14 11:45:08,2019-03-14 11:48:55,1,0.7,4.5,0.0,0.0,7.8,yellow,Yorkville West,Yorkville West,Manhattan,Manhattan,1,89.43,92.47,93.78
1576,2019-03-12 16:41:09,2019-03-12 16:44:43,1,0.6,4.5,1.76,0.0,10.56,yellow,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan,0,0.01,1.24,0.0
3064,2019-03-16 08:36:04,2019-03-16 08:41:57,1,1.3,6.0,0.0,0.0,9.3,yellow,Stuy Town/Peter Cooper Village,Murray Hill,Manhattan,Manhattan,1,84.71,89.51,93.78
515,2019-03-25 16:09:19,2019-03-25 16:49:22,1,10.88,36.0,7.56,0.0,45.36,yellow,LaGuardia Airport,Brooklyn Heights,Queens,Brooklyn,0,0.12,1.25,0.0
1181,2019-03-16 14:37:25,2019-03-16 14:42:22,3,0.5,5.0,1.24,0.0,9.54,yellow,East Village,East Village,Manhattan,Manhattan,0,0.02,1.24,0.0
3258,2019-03-08 10:25:06,2019-03-08 10:31:55,1,1.1,6.5,2.45,0.0,12.25,yellow,Yorkville West,Lenox Hill West,Manhattan,Manhattan,0,0.01,1.24,0.0
692,2019-03-22 11:18:05,2019-03-22 11:27:31,1,1.43,8.0,0.0,0.0,11.3,yellow,Midtown South,Kips Bay,Manhattan,Manhattan,1,93.12,94.23,93.78
681,2019-03-18 17:54:03,2019-03-18 17:57:34,1,0.71,4.5,1.11,0.0,9.91,yellow,West Village,SoHo,Manhattan,Manhattan,0,0.01,1.24,0.0
2002,2019-03-28 20:34:26,2019-03-28 20:43:28,1,1.1,7.5,2.26,0.0,13.56,yellow,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan,0,0.01,1.24,0.0
1214,2019-03-01 18:02:02,2019-03-01 18:43:57,1,4.89,26.0,0.0,0.0,27.8,yellow,East Concourse/Concourse Village,Westchester Village/Unionport,Bronx,Bronx,0,15.92,4.09,4.76
2373,2019-03-20 06:45:03,2019-03-20 06:55:17,1,2.3,9.5,1.0,0.0,13.8,yellow,Greenwich Village North,Times Sq/Theatre District,Manhattan,Manhattan,0,0.01,1.24,0.0
3659,2019-03-31 13:25:12,2019-03-31 13:32:10,2,1.12,6.5,1.96,0.0,11.76,yellow,Upper East Side South,Midtown Center,Manhattan,Manhattan,0,0.02,1.24,0.0
3514,2019-03-05 12:07:18,2019-03-05 12:15:44,2,1.09,7.0,3.0,0.0,13.3,yellow,Sutton Place/Turtle Bay North,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
2216,2019-03-12 19:34:50,2019-03-12 19:46:17,1,2.7,11.0,3.06,0.0,18.36,yellow,Lincoln Square East,Morningside Heights,Manhattan,Manhattan,0,0.01,1.24,0.0
2150,2019-03-31 16:10:45,2019-03-31 16:11:12,1,0.11,52.0,5.0,0.0,60.3,yellow,Lincoln Square West,Clinton West,Manhattan,Manhattan,0,0.14,1.25,0.0
4593,2019-03-21 14:45:22,2019-03-21 14:55:38,1,1.4,8.5,2.35,0.0,14.15,yellow,Upper East Side North,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
1672,2019-03-29 07:13:54,2019-03-29 07:20:17,5,0.95,6.5,1.96,0.0,11.76,yellow,Midtown Center,Lenox Hill West,Manhattan,Manhattan,0,0.03,1.24,0.0
348,2019-03-24 16:49:27,2019-03-24 16:56:46,3,1.3,6.5,1.0,0.0,10.8,yellow,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan,0,0.02,1.24,0.0
6061,2019-03-07 09:59:04,2019-03-07 10:21:55,1,2.37,15.0,0.0,0.0,15.8,green,Crown Heights South,Fort Greene,Brooklyn,Brooklyn,0,28.5,10.1,9.09
2557,2019-03-01 19:20:24,2019-03-01 19:31:35,1,1.5,9.0,2.66,0.0,15.96,yellow,West Village,East Village,Manhattan,Manhattan,0,0.01,1.24,0.0
1065,2019-03-14 23:09:39,2019-03-14 23:17:53,2,1.4,8.0,0.0,0.0,11.8,yellow,Upper East Side South,Midtown Center,Manhattan,Manhattan,1,94.61,94.82,96.77
4318,2019-03-23 13:54:58,2019-03-23 13:57:14,1,0.77,4.5,0.0,0.0,5.3,yellow,Astoria,Queensbridge/Ravenswood,Queens,Queens,1,92.93,94.14,93.78
3442,2019-03-21 18:33:30,2019-03-21 18:40:05,2,1.1,6.5,2.15,0.0,12.95,yellow,Murray Hill,East Village,Manhattan,Manhattan,0,0.02,1.24,0.0
2928,2019-03-21 18:53:32,2019-03-21 19:13:53,1,1.57,13.0,2.5,0.0,19.8,yellow,Midtown Center,West Chelsea/Hudson Yards,Manhattan,Manhattan,0,0.02,1.24,0.0
3434,2019-03-01 22:48:11,2019-03-01 22:50:24,1,0.42,3.5,2.0,0.0,9.3,yellow,Clinton East,Lincoln Square East,Manhattan,Manhattan,0,0.01,1.24,0.0
6328,2019-03-01 16:37:58,2019-03-01 16:49:05,1,2.56,10.5,0.0,0.0,12.3,green,Forest Hills,Hillcrest/Pomonok,Queens,Queens,1,87.59,91.42,93.78
4652,2019-03-23 05:59:41,2019-03-23 06:05:10,2,1.1,6.0,0.0,0.0,9.3,yellow,Midtown North,Garment District,Manhattan,Manhattan,1,94.0,94.58,96.77
5160,2019-03-22 20:15:08,2019-03-22 20:23:25,1,1.7,8.5,2.69,0.0,14.99,yellow,Midtown East,Lincoln Square East,Manhattan,Manhattan,0,0.01,1.24,0.0
4642,2019-03-15 17:50:25,2019-03-15 18:05:45,2,2.1,12.0,3.26,0.0,19.56,yellow,Manhattan Valley,Lincoln Square East,Manhattan,Manhattan,0,0.02,1.24,0.0
4490,2019-03-13 18:50:04,2019-03-13 19:00:31,1,2.05,9.0,0.0,0.0,13.3,yellow,Lenox Hill West,East Harlem South,Manhattan,Manhattan,1,92.01,93.74,93.78
813,2019-03-10 16:28:37,2019-03-10 16:41:09,1,0.9,9.0,2.45,0.0,14.75,yellow,Flatiron,Union Sq,Manhattan,Manhattan,0,0.01,1.24,0.0
604,2019-03-24 12:24:59,2019-03-24 12:33:26,1,1.72,8.0,3.39,0.0,14.69,yellow,Lenox Hill East,Midtown East,Manhattan,Manhattan,0,0.01,1.24,0.0
3353,2019-03-22 03:39:37,2019-03-22 03:47:11,1,1.33,7.5,0.0,0.0,8.8,yellow,Morningside Heights,East Harlem North,Manhattan,Manhattan,1,90.57,93.06,93.78
320,2019-03-28 23:05:10,2019-03-28 23:14:57,1,1.5,8.0,0.0,0.0,11.8,yellow,Little Italy/NoLiTa,Gramercy,Manhattan,Manhattan,1,91.32,93.42,93.78
2147,2019-03-30 16:05:15,2019-03-30 16:29:07,1,3.3,16.5,3.95,0.0,23.75,yellow,Union Sq,World Trade Center,Manhattan,Manhattan,0,0.04,1.24,0.0
993,2019-03-19 09:36:24,2019-03-19 10:09:41,1,6.8,25.5,0.0,0.0,28.8,yellow,Manhattanville,Midtown East,Manhattan,Manhattan,1,55.39,47.15,64.71
5761,2019-03-09 19:25:28,2019-03-09 19:33:57,1,2.19,9.0,0.0,0.0,9.8,green,Long Island City/Hunters Point,Astoria,Queens,Queens,1,95.18,95.03,100.0
6042,2019-03-05 19:59:43,2019-03-05 20:09:51,1,1.62,8.5,1.0,0.0,11.3,green,Fort Greene,Park Slope,Brooklyn,Brooklyn,0,0.13,1.25,0.0
1757,2019-03-15 09:30:39,2019-03-15 09:55:50,1,5.3,22.0,6.3,0.0,31.6,yellow,Murray Hill,Financial District North,Manhattan,Manhattan,0,0.04,1.24,0.0
1054,2019-03-29 17:47:06,2019-03-29 17:48:38,5,0.4,3.5,0.0,0.0,7.8,yellow,Greenwich Village South,West Village,Manhattan,Manhattan,1,93.62,94.43,96.77
6271,2019-03-12 12:59:58,2019-03-12 13:17:01,1,2.95,13.5,0.0,0.0,14.3,green,Van Nest/Morris Park,Van Nest/Morris Park,Bronx,Bronx,0,30.77,11.8,9.09
2786,2019-03-20 19:01:18,2019-03-20 19:16:58,1,2.5,12.0,2.0,0.0,18.3,yellow,Seaport,Union Sq,Manhattan,Manhattan,0,0.6,1.29,0.0
1216,2019-03-01 18:18:50,2019-03-01 18:25:55,2,0.64,6.0,2.06,0.0,12.36,yellow,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan,0,0.02,1.24,0.0
3655,2019-03-29 00:34:04,2019-03-29 00:50:16,2,3.3,13.0,1.5,0.0,18.3,yellow,East Chelsea,World Trade Center,Manhattan,Manhattan,0,0.05,1.24,0.0
4619,2019-03-22 20:21:14,2019-03-22 20:26:43,5,0.5,5.0,1.76,0.0,10.56,yellow,West Village,West Village,Manhattan,Manhattan,0,0.03,1.24,0.0
5433,2019-03-01 17:53:56,2019-03-01 17:54:19,1,0.0,52.0,13.66,8.5,81.96,yellow,TriBeCa/Civic Center,TriBeCa/Civic Center,Manhattan,Manhattan,0,0.22,1.26,0.0
6329,2019-03-21 12:35:57,2019-03-21 12:49:32,1,2.62,11.5,0.0,0.0,12.3,green,Hamilton Heights,Central Harlem,Manhattan,Manhattan,1,77.33,82.86,93.1
5313,2019-03-11 10:48:05,2019-03-11 11:20:00,1,2.2,19.0,0.0,0.0,22.3,yellow,Midtown Center,West Chelsea/Hudson Yards,Manhattan,Manhattan,1,90.11,92.83,93.78
2383,2019-03-14 08:16:22,2019-03-14 08:29:02,1,1.02,9.0,2.46,0.0,14.76,yellow,Upper East Side North,Lenox Hill East,Manhattan,Manhattan,0,0.01,1.24,0.0
2547,2019-03-04 18:15:27,2019-03-04 18:30:07,1,1.2,10.0,0.0,0.0,14.3,yellow,UN/Turtle Bay South,Midtown South,Manhattan,Manhattan,1,92.04,93.76,93.78
5440,2019-03-30 22:15:39,2019-03-30 22:37:45,2,3.26,15.5,0.0,0.0,19.3,yellow,Lenox Hill East,East Chelsea,Manhattan,Manhattan,1,90.75,93.15,93.78
2135,2019-03-19 10:39:27,2019-03-19 11:06:00,1,4.5,19.5,0.0,0.0,20.3,yellow,Mott Haven/Port Morris,Upper East Side North,Bronx,Manhattan,1,61.4,58.63,64.71
495,2019-03-29 09:44:36,2019-03-29 10:07:13,1,2.17,14.5,1.0,0.0,18.8,yellow,Upper East Side South,Garment District,Manhattan,Manhattan,0,0.02,1.24,0.0
6247,2019-03-02 17:10:51,2019-03-02 17:37:17,1,5.16,20.5,0.0,0.0,21.3,green,Woodside,Woodside,Queens,Queens,1,75.6,80.88,83.33
3162,2019-03-26 19:57:26,2019-03-26 20:08:08,1,1.3,9.0,0.0,0.0,10.8,yellow,East Harlem South,East Harlem North,Manhattan,Manhattan,1,88.38,91.89,93.78
6105,2019-03-11 11:30:11,2019-03-11 12:19:27,1,8.7,36.5,0.0,0.0,37.3,green,East Flatbush/Remsen Village,Meatpacking/West Village West,Brooklyn,Manhattan,0,7.85,2.24,4.76
1018,2019-03-27 21:19:37,2019-03-27 21:25:02,1,1.7,7.0,2.0,0.0,12.8,yellow,Kips Bay,Lenox Hill East,Manhattan,Manhattan,0,0.01,1.24,0.0
4229,2019-03-21 16:18:23,2019-03-21 16:28:42,1,0.7,8.0,1.85,0.0,14.15,yellow,Midtown South,Midtown Center,Manhattan,Manhattan,0,0.01,1.24,0.0
1887,2019-03-01 08:50:21,2019-03-01 08:59:01,1,0.62,6.5,0.0,0.0,9.8,yellow,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan,1,93.96,94.57,96.77
5250,2019-03-03 23:37:16,2019-03-04 00:00:58,3,6.73,22.5,0.0,0.0,23.8,yellow,Downtown Brooklyn/MetroTech,Sunset Park West,Brooklyn,Brooklyn,1,65.52,66.05,66.67
2267,2019-03-02 12:18:02,2019-03-02 12:37:42,1,3.25,15.0,3.66,0.0,21.96,yellow,Penn Station/Madison Sq West,East Village,Manhattan,Manhattan,0,0.02,1.24,0.0
2522,2019-03-27 20:45:21,2019-03-27 20:54:45,2,1.44,8.0,2.36,0.0,14.16,yellow,Upper East Side South,Kips Bay,Manhattan,Manhattan,0,0.02,1.24,0.0
1693,2019-03-14 15:11:11,2019-03-14 15:33:50,1,2.0,14.5,3.55,0.0,21.35,yellow,Midtown North,Kips Bay,Manhattan,Manhattan,0,0.02,1.24,0.0
81,2019-03-16 18:57:19,2019-03-16 19:00:16,2,0.4,4.0,0.0,0.0,7.3,yellow,Upper East Side North,Upper East Side North,Manhattan,Manhattan,1,93.24,94.28,96.77
169,2019-03-13 12:33:55,2019-03-13 12:40:20,6,0.95,6.0,2.32,0.0,11.62,yellow,Lincoln Square East,Clinton East,Manhattan,Manhattan,0,0.03,1.24,0.0
5290,2019-03-23 14:47:55,2019-03-23 14:51:35,1,0.7,5.0,0.0,0.0,8.3,yellow,TriBeCa/Civic Center,Battery Park City,Manhattan,Manhattan,1,89.32,92.41,93.78
4793,2019-03-08 19:29:32,2019-03-08 19:47:34,1,2.75,13.0,0.0,0.0,17.3,yellow,Meatpacking/West Village West,Murray Hill,Manhattan,Manhattan,1,89.56,92.54,93.78
6285,2019-03-28 20:54:51,2019-03-28 21:00:54,1,1.12,6.5,0.78,0.0,8.58,green,Morningside Heights,Upper West Side North,Manhattan,Manhattan,0,0.22,1.26,0.0
4865,2019-03-07 18:42:37,2019-03-07 19:17:06,2,10.18,33.5,5.0,5.76,48.56,yellow,LaGuardia Airport,East Village,Queens,Manhattan,0,0.1,1.24,0.0
4117,2019-03-04 09:06:33,2019-03-04 09:15:30,1,1.35,7.5,0.0,0.0,10.8,yellow,Lenox Hill West,Midtown North,Manhattan,Manhattan,1,92.69,94.04,93.78
6098,2019-03-14 14:25:18,2019-03-14 15:14:32,1,3.38,28.16,0.0,0.0,28.66,green,Sunset Park West,Bushwick South,Brooklyn,Brooklyn,0,9.07,2.45,4.76
5850,2019-03-31 11:42:01,2019-03-31 11:49:50,1,1.87,8.0,1.0,0.0,12.55,green,East Harlem South,Upper East Side South,Manhattan,Manhattan,0,0.05,1.24,0.0
3742,2019-03-17 17:50:09,2019-03-17 18:10:29,4,3.56,16.0,0.0,0.0,16.8,yellow,Washington Heights South,Manhattan Valley,Manhattan,Manhattan,1,85.99,90.4,93.78
5830,2019-03-01 21:28:23,2019-03-01 21:42:22,1,2.49,11.5,0.0,0.0,12.8,green,Brooklyn Heights,Clinton Hill,Brooklyn,Brooklyn,1,82.03,87.41,93.1
3452,2019-03-27 20:08:17,2019-03-27 20:18:11,1,1.97,8.5,2.46,0.0,14.76,yellow,TriBeCa/Civic Center,World Trade Center,Manhattan,Manhattan,0,0.03,1.24,0.0
310,2019-03-16 14:02:05,2019-03-16 14:10:07,3,1.2,7.5,2.16,0.0,12.96,yellow,Upper East Side South,Lenox Hill West,Manhattan,Manhattan,0,0.02,1.24,0.0
4653,2019-03-19 15:35:22,2019-03-19 15:42:13,1,1.1,6.5,1.95,0.0,11.75,yellow,Midtown North,Upper East Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
3191,2019-03-22 05:18:26,2019-03-22 05:30:26,2,2.9,11.5,2.3,0.0,17.6,yellow,Times Sq/Theatre District,Yorkville West,Manhattan,Manhattan,0,0.02,1.24,0.0
5658,2019-03-11 08:50:37,2019-03-11 09:46:21,1,8.77,27.54,0.0,0.0,28.04,green,Crown Heights North,Lenox Hill East,Brooklyn,Manhattan,0,16.16,4.16,4.76
3994,2019-03-04 15:36:17,2019-03-04 15:50:36,6,2.89,12.0,0.0,0.0,15.3,yellow,TriBeCa/Civic Center,Penn Station/Madison Sq West,Manhattan,Manhattan,1,94.59,94.81,96.77
52,2019-03-21 21:30:05,2019-03-21 21:39:03,2,0.9,7.0,2.15,0.0,12.95,yellow,Greenwich Village South,Meatpacking/West Village West,Manhattan,Manhattan,0,0.01,1.24,0.0
946,2019-03-02 16:44:47,2019-03-02 17:12:53,1,3.5,18.5,0.0,0.0,21.8,yellow,Midtown North,Lower East Side,Manhattan,Manhattan,1,83.45,88.57,93.78
2943,2019-03-27 10:26:13,2019-03-27 10:50:57,1,2.7,16.0,2.0,0.0,21.3,yellow,Midtown East,East Harlem South,Manhattan,Manhattan,0,0.02,1.24,0.0
5504,2019-03-29 14:25:38,2019-03-29 14:36:34,1,3.9,14.0,0.0,0.0,14.8,green,Westchester Village/Unionport,Bronxdale,Bronx,Bronx,0,13.24,3.35,4.76
2793,2019-03-07 11:58:44,2019-03-07 12:01:40,1,0.5,4.0,0.0,0.0,7.3,yellow,Upper East Side North,Lenox Hill East,Manhattan,Manhattan,1,93.07,94.2,93.78
5064,2019-03-08 12:49:56,2019-03-08 12:57:00,1,1.0,6.0,2.75,0.0,12.05,yellow,Midtown East,Midtown North,Manhattan,Manhattan,0,0.01,1.24,0.0
